timestamp,endpoint,latency,error_rate,request_rate,error_category,avg_latency,max_latency,latency_std,errors_per_window,endpoint_frequency,timeout_error_rate,system_error_rate,validation_error_rate,is_ground_truth_anomaly
2026-03-09T16:36:26Z,/api/db,2.0,0.0,0.016666666666666666,NONE,2.0,2.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0
2026-03-09T16:36:26Z,/api/normal,1.4,0.0,0.08333333333333333,NONE,1.4,3.0,0.8000000000000003,0.0,0.8333333333333334,0.0,0.0,0.0,0
2026-03-09T16:36:27Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0
2026-03-09T16:36:27Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.09090909090909091,0.0,1.0,0.0,0
2026-03-09T16:36:27Z,/api/normal,1.25,0.0,0.13333333333333333,NONE,1.25,3.0,0.6614378277661477,0.0,0.7272727272727273,0.0,0.0,0.0,0
2026-03-09T16:36:28Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0
2026-03-09T16:36:28Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.07142857142857142,0.0,1.0,0.0,0
2026-03-09T16:36:28Z,/api/normal,1.1818181818181819,0.0,0.18333333333333332,NONE,1.1818181818181819,3.0,0.5749595745760688,0.0,0.7857142857142857,0.0,0.0,0.0,0
2026-03-09T16:36:29Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0
2026-03-09T16:36:29Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.058823529411764705,0.0,1.0,0.0,0
2026-03-09T16:36:29Z,/api/normal,1.3571428571428572,0.0,0.23333333333333334,NONE,1.3571428571428572,4.0,0.8949974347244047,0.0,0.8235294117647058,0.0,0.0,0.0,0
2026-03-09T16:36:30Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0
2026-03-09T16:36:30Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.058823529411764705,0.0,1.0,0.0,0
2026-03-09T16:36:30Z,/api/normal,1.3571428571428572,0.0,0.23333333333333334,NONE,1.3571428571428572,4.0,0.8949974347244047,0.0,0.8235294117647058,0.0,0.0,0.0,0
2026-03-09T16:36:31Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0
2026-03-09T16:36:31Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.058823529411764705,0.0,1.0,0.0,0
2026-03-09T16:36:31Z,/api/normal,1.3571428571428572,0.0,0.23333333333333334,NONE,1.3571428571428572,4.0,0.8949974347244047,0.0,0.8235294117647058,0.0,0.0,0.0,0
2026-03-09T16:36:32Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0
2026-03-09T16:36:32Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.058823529411764705,0.0,1.0,0.0,0
2026-03-09T16:36:32Z,/api/normal,1.3571428571428572,0.0,0.23333333333333334,NONE,1.3571428571428572,4.0,0.8949974347244047,0.0,0.8235294117647058,0.0,0.0,0.0,0
2026-03-09T16:36:33Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0
2026-03-09T16:36:33Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.05555555555555555,0.0,1.0,0.0,0
2026-03-09T16:36:33Z,/api/normal,1.3571428571428572,0.0,0.23333333333333334,NONE,1.3571428571428572,4.0,0.8949974347244047,0.0,0.7777777777777778,0.0,0.0,0.0,0
2026-03-09T16:36:33Z,/api/slow,6013.0,1.0,0.016666666666666666,TIMEOUT_ERROR,6013.0,6013.0,0.0,1.0,0.05555555555555555,1.0,0.0,0.0,0
2026-03-09T16:36:34Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0
2026-03-09T16:36:34Z,/api/error,1.0,1.0,0.016666666666666666,SYSTEM_ERROR,1.0,1.0,0.0,1.0,0.05555555555555555,0.0,1.0,0.0,0
2026-03-09T16:36:34Z,/api/normal,1.3571428571428572,0.0,0.23333333333333334,NONE,1.3571428571428572,4.0,0.8949974347244047,0.0,0.7777777777777778,0.0,0.0,0.0,0
2026-03-09T16:36:34Z,/api/slow,6013.0,1.0,0.016666666666666666,TIMEOUT_ERROR,6013.0,6013.0,0.0,1.0,0.05555555555555555,1.0,0.0,0.0,0
2026-03-09T16:36:35Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0
2026-03-09T16:36:35Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.08571428571428572,0.0,1.0,0.0,0
2026-03-09T16:36:35Z,/api/normal,1.24,0.0,0.4166666666666667,NONE,1.24,4.0,0.708801805866774,0.0,0.7142857142857143,0.0,0.0,0.0,0
2026-03-09T16:36:35Z,/api/slow,5762.75,0.5,0.06666666666666667,TIMEOUT_ERROR,5762.75,7016.0,831.1941334610104,2.0,0.11428571428571428,0.5,0.0,0.0,0
2026-03-09T16:36:35Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0
2026-03-09T16:36:36Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0
2026-03-09T16:36:36Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.08333333333333333,0.0,1.0,0.0,0
2026-03-09T16:36:36Z,/api/normal,1.2307692307692308,0.0,0.43333333333333335,NONE,1.2307692307692308,4.0,0.6965680875490319,0.0,0.7222222222222222,0.0,0.0,0.0,0
2026-03-09T16:36:36Z,/api/slow,5762.75,0.5,0.06666666666666667,TIMEOUT_ERROR,5762.75,7016.0,831.1941334610104,2.0,0.1111111111111111,0.5,0.0,0.0,0
2026-03-09T16:36:36Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0
2026-03-09T16:36:37Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0
2026-03-09T16:36:37Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.07894736842105263,0.0,1.0,0.0,0
2026-03-09T16:36:37Z,/api/normal,1.2142857142857142,0.0,0.4666666666666667,NONE,1.2142857142857142,4.0,0.6738557951469004,0.0,0.7368421052631579,0.0,0.0,0.0,0
2026-03-09T16:36:37Z,/api/slow,5762.75,0.5,0.06666666666666667,TIMEOUT_ERROR,5762.75,7016.0,831.1941334610104,2.0,0.10526315789473684,0.5,0.0,0.0,0
2026-03-09T16:36:37Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0
2026-03-09T16:36:38Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0
2026-03-09T16:36:38Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.06818181818181818,0.0,1.0,0.0,0
2026-03-09T16:36:38Z,/api/normal,1.1818181818181819,0.0,0.55,NONE,1.1818181818181819,4.0,0.6254474981984935,0.0,0.75,0.0,0.0,0.0,0
2026-03-09T16:36:38Z,/api/slow,5612.6,0.4,0.08333333333333333,TIMEOUT_ERROR,5612.6,7016.0,801.8023696647418,2.0,0.11363636363636363,0.4,0.0,0.0,0
2026-03-09T16:36:38Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0
2026-03-09T16:36:39Z,/api/db,2.0,0.0,0.03333333333333333,NONE,2.0,2.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0
2026-03-09T16:36:39Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.06818181818181818,0.0,1.0,0.0,0
2026-03-09T16:36:39Z,/api/normal,1.1818181818181819,0.0,0.55,NONE,1.1818181818181819,4.0,0.6254474981984935,0.0,0.75,0.0,0.0,0.0,0
2026-03-09T16:36:39Z,/api/slow,5612.6,0.4,0.08333333333333333,TIMEOUT_ERROR,5612.6,7016.0,801.8023696647418,2.0,0.11363636363636363,0.4,0.0,0.0,0
2026-03-09T16:36:39Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0
2026-03-09T16:36:40Z,/api/db,1.6666666666666667,0.0,0.05,NONE,1.6666666666666667,2.0,0.4714045207910313,0.0,0.061224489795918366,0.0,0.0,0.0,0
2026-03-09T16:36:40Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.061224489795918366,0.0,1.0,0.0,0
2026-03-09T16:36:40Z,/api/normal,1.1714285714285715,0.0,0.5833333333333334,NONE,1.1714285714285715,4.0,0.6087793072189288,0.0,0.7142857142857143,0.0,0.0,0.0,0
2026-03-09T16:36:40Z,/api/slow,5440.428571428572,0.2857142857142857,0.11666666666666667,TIMEOUT_ERROR,5440.428571428572,7016.0,730.2832830274723,2.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0
2026-03-09T16:36:40Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0
2026-03-09T16:36:41Z,/api/db,1.6666666666666667,0.0,0.05,NONE,1.6666666666666667,2.0,0.4714045207910313,0.0,0.061224489795918366,0.0,0.0,0.0,0
2026-03-09T16:36:41Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.061224489795918366,0.0,1.0,0.0,0
2026-03-09T16:36:41Z,/api/normal,1.1714285714285715,0.0,0.5833333333333334,NONE,1.1714285714285715,4.0,0.6087793072189288,0.0,0.7142857142857143,0.0,0.0,0.0,0
2026-03-09T16:36:41Z,/api/slow,5440.428571428572,0.2857142857142857,0.11666666666666667,TIMEOUT_ERROR,5440.428571428572,7016.0,730.2832830274723,2.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0
2026-03-09T16:36:41Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0
2026-03-09T16:36:42Z,/api/db,1.6666666666666667,0.0,0.05,NONE,1.6666666666666667,2.0,0.4714045207910313,0.0,0.061224489795918366,0.0,0.0,0.0,0
2026-03-09T16:36:42Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.061224489795918366,0.0,1.0,0.0,0
2026-03-09T16:36:42Z,/api/normal,1.1714285714285715,0.0,0.5833333333333334,NONE,1.1714285714285715,4.0,0.6087793072189288,0.0,0.7142857142857143,0.0,0.0,0.0,0
2026-03-09T16:36:42Z,/api/slow,5440.428571428572,0.2857142857142857,0.11666666666666667,TIMEOUT_ERROR,5440.428571428572,7016.0,730.2832830274723,2.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0
2026-03-09T16:36:42Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0
2026-03-09T16:36:43Z,/api/db,2.25,0.0,0.06666666666666667,NONE,2.25,4.0,1.0897247358851685,0.0,0.07407407407407407,0.0,0.0,0.0,0
2026-03-09T16:36:43Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.05555555555555555,0.0,1.0,0.0,0
2026-03-09T16:36:43Z,/api/normal,1.1578947368421053,0.0,0.6333333333333333,NONE,1.1578947368421053,4.0,0.5860804592452653,0.0,0.7037037037037037,0.0,0.0,0.0,0
2026-03-09T16:36:43Z,/api/slow,5387.375,0.25,0.13333333333333333,TIMEOUT_ERROR,5387.375,7016.0,697.3895857947693,2.0,0.14814814814814814,0.25,0.0,0.0,0
2026-03-09T16:36:43Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0
2026-03-09T16:36:44Z,/api/db,2.25,0.0,0.06666666666666667,NONE,2.25,4.0,1.0897247358851685,0.0,0.07407407407407407,0.0,0.0,0.0,0
2026-03-09T16:36:44Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.05555555555555555,0.0,1.0,0.0,0
2026-03-09T16:36:44Z,/api/normal,1.1578947368421053,0.0,0.6333333333333333,NONE,1.1578947368421053,4.0,0.5860804592452653,0.0,0.7037037037037037,0.0,0.0,0.0,0
2026-03-09T16:36:44Z,/api/slow,5387.375,0.25,0.13333333333333333,TIMEOUT_ERROR,5387.375,7016.0,697.3895857947693,2.0,0.14814814814814814,0.25,0.0,0.0,0
2026-03-09T16:36:44Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0
2026-03-09T16:36:45Z,/api/db,2.25,0.0,0.06666666666666667,NONE,2.25,4.0,1.0897247358851685,0.0,0.07142857142857142,0.0,0.0,0.0,0
2026-03-09T16:36:45Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.05357142857142857,0.0,1.0,0.0,0
2026-03-09T16:36:45Z,/api/normal,1.1578947368421053,0.0,0.6333333333333333,NONE,1.1578947368421053,4.0,0.5860804592452653,0.0,0.6785714285714286,0.0,0.0,0.0,0
2026-03-09T16:36:45Z,/api/slow,5512.1,0.3,0.16666666666666666,TIMEOUT_ERROR,5512.1,7016.0,806.2933027130989,3.0,0.17857142857142858,0.3,0.0,0.0,0
2026-03-09T16:36:45Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0
2026-03-09T16:36:46Z,/api/db,2.25,0.0,0.06666666666666667,NONE,2.25,4.0,1.0897247358851685,0.0,0.07017543859649122,0.0,0.0,0.0,0
2026-03-09T16:36:46Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.05263157894736842,0.0,1.0,0.0,0
2026-03-09T16:36:46Z,/api/normal,1.1538461538461537,0.0,0.65,NONE,1.1538461538461537,4.0,0.5790558866992934,0.0,0.6842105263157895,0.0,0.0,0.0,0
2026-03-09T16:36:46Z,/api/slow,5512.1,0.3,0.16666666666666666,TIMEOUT_ERROR,5512.1,7016.0,806.2933027130989,3.0,0.17543859649122806,0.3,0.0,0.0,0
2026-03-09T16:36:46Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0
2026-03-09T16:36:47Z,/api/db,2.2,0.0,0.08333333333333333,NONE,2.2,4.0,0.9797958971132708,0.0,0.078125,0.0,0.0,0.0,0
2026-03-09T16:36:47Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.046875,0.0,1.0,0.0,0
2026-03-09T16:36:47Z,/api/normal,1.1818181818181819,0.0,0.7333333333333333,NONE,1.1818181818181819,4.0,0.6132153437832744,0.0,0.6875,0.0,0.0,0.0,0
2026-03-09T16:36:47Z,/api/slow,5648.545454545455,0.36363636363636365,0.18333333333333332,TIMEOUT_ERROR,5648.545454545455,7016.0,881.579095985909,4.0,0.171875,0.36363636363636365,0.0,0.0,0
2026-03-09T16:36:47Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.015625,0.0,0.0,0.0,0
2026-03-09T16:36:48Z,/api/db,2.2,0.0,0.08333333333333333,NONE,2.2,4.0,0.9797958971132708,0.0,0.078125,0.0,0.0,0.0,0
2026-03-09T16:36:48Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.046875,0.0,1.0,0.0,0
2026-03-09T16:36:48Z,/api/normal,1.1818181818181819,0.0,0.7333333333333333,NONE,1.1818181818181819,4.0,0.6132153437832744,0.0,0.6875,0.0,0.0,0.0,0
2026-03-09T16:36:48Z,/api/slow,5648.545454545455,0.36363636363636365,0.18333333333333332,TIMEOUT_ERROR,5648.545454545455,7016.0,881.579095985909,4.0,0.171875,0.36363636363636365,0.0,0.0,0
2026-03-09T16:36:48Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.015625,0.0,0.0,0.0,0
2026-03-09T16:36:49Z,/api/db,2.2,0.0,0.08333333333333333,NONE,2.2,4.0,0.9797958971132708,0.0,0.078125,0.0,0.0,0.0,0
2026-03-09T16:36:49Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.046875,0.0,1.0,0.0,0
2026-03-09T16:36:49Z,/api/normal,1.1818181818181819,0.0,0.7333333333333333,NONE,1.1818181818181819,4.0,0.6132153437832744,0.0,0.6875,0.0,0.0,0.0,0
2026-03-09T16:36:49Z,/api/slow,5648.545454545455,0.36363636363636365,0.18333333333333332,TIMEOUT_ERROR,5648.545454545455,7016.0,881.579095985909,4.0,0.171875,0.36363636363636365,0.0,0.0,0
2026-03-09T16:36:49Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.015625,0.0,0.0,0.0,0
2026-03-09T16:36:50Z,/api/db,2.2,0.0,0.08333333333333333,NONE,2.2,4.0,0.9797958971132708,0.0,0.078125,0.0,0.0,0.0,0
2026-03-09T16:36:50Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.046875,0.0,1.0,0.0,0
2026-03-09T16:36:50Z,/api/normal,1.1818181818181819,0.0,0.7333333333333333,NONE,1.1818181818181819,4.0,0.6132153437832744,0.0,0.6875,0.0,0.0,0.0,0
2026-03-09T16:36:50Z,/api/slow,5648.545454545455,0.36363636363636365,0.18333333333333332,TIMEOUT_ERROR,5648.545454545455,7016.0,881.579095985909,4.0,0.171875,0.36363636363636365,0.0,0.0,0
2026-03-09T16:36:50Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.015625,0.0,0.0,0.0,0
2026-03-09T16:36:51Z,/api/db,2.2,0.0,0.08333333333333333,NONE,2.2,4.0,0.9797958971132708,0.0,0.078125,0.0,0.0,0.0,0
2026-03-09T16:36:51Z,/api/error,1.3333333333333333,1.0,0.05,SYSTEM_ERROR,1.3333333333333333,2.0,0.4714045207910318,3.0,0.046875,0.0,1.0,0.0,0
2026-03-09T16:36:51Z,/api/normal,1.1818181818181819,0.0,0.7333333333333333,NONE,1.1818181818181819,4.0,0.6132153437832744,0.0,0.6875,0.0,0.0,0.0,0
2026-03-09T16:36:51Z,/api/slow,5648.545454545455,0.36363636363636365,0.18333333333333332,TIMEOUT_ERROR,5648.545454545455,7016.0,881.579095985909,4.0,0.171875,0.36363636363636365,0.0,0.0,0
2026-03-09T16:36:51Z,/api/validate,6.0,0.0,0.016666666666666666,NONE,6.0,6.0,0.0,0.0,0.015625,0.0,0.0,0.0,0
2026-03-09T16:36:52Z,/api/db,2.2,0.0,0.08333333333333333,NONE,2.2,4.0,0.9797958971132708,0.0,0.078125,0.0,0.0,0.0,0
